Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD01269,Ct Scanner,2024-02-22,1,Scanpro,Model-200,France,17790.49697297762,11.983581122311076,2,2,3,System performance degraded due to sensor misalignment; mitigation via replacement. data loss hardware fault,1,nuevo,1,1
MD00093,Defibrillator,2023-09-02,2,Cardiosync,Model-300,Usa,15397.64624980834,12.692029640193535,1,0,3,circuit failure caused operational delay; firmware update initiated. reboot failed emergency shutdown,2,nuevo,0,1
MD00490,Pet Scanner,2015-06-01,10,Ultramed,Model-350,France,6309.712806018372,10.875395582105543,4,0,2,abnormal sound caused operational delay; recalibration initiated. reviewed logs moderate delay,10,viejo,0,0
MD05242,Pet Scanner,2013-09-13,12,Imagingtech,Model-550,Italy,4630.513453552615,3.1434281169448,4,3,2,Component firmware update after detecting sensor misalignment; functionality restored. component issue component review,12,viejo,1,0
MD01549,Defibrillator,2016-05-25,9,Scanpro,Model-150,France,2811.576563674497,8.44571001598999,5,3,1,Component inspection after detecting sensor misalignment; functionality restored. quick fix log file cleared,9,viejo,1,0
MD04631,Pet Scanner,2014-09-18,11,Scanpro,Model-650,Italy,6002.3769368283865,7.816084943749783,5,6,2,data lag caused operational delay; replacement initiated. reviewed logs moderate delay,11,viejo,1,0
MD04191,Infusion Pump,2020-02-13,5,Medequip,Model-500,Japan,9033.525390307635,4.195704785085221,3,1,2,Component software patch after detecting sensor misalignment; functionality restored. component issue component review,5,medio,1,1
MD01240,Infusion Pump,2023-04-03,2,Imagingtech,Model-300,Italy,19531.291495617843,15.43387393555291,1,2,3,Routine check completed; sensor misalignment observed during diagnostics. critical failure critical failure,2,nuevo,1,1
MD04106,Mri Scanner,2020-03-15,5,Rescuetech,Model-550,Japan,10395.492669250449,10.341541167707453,1,1,3,Component recalibration after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,5,medio,1,1
MD04792,Defibrillator,2020-07-09,5,Ultramed,Model-250,Italy,3121.1210399594547,2.065295471691027,4,1,1,System performance degraded due to circuit failure; mitigation via recalibration. software reset quick fix,5,medio,1,0
MD02245,Defibrillator,2016-11-05,9,Medequip,Model-550,Canada,4398.680529095017,2.1482986110040128,3,2,2,System performance degraded due to circuit failure; mitigation via inspection. component issue moderate delay,9,viejo,1,0
MD04733,X-Ray Machine,2016-04-04,9,Ultramed,Model-600,France,7002.083620780139,5.3333317168089245,4,2,2,Component component upgrade after detecting sensor misalignment; functionality restored. reviewed logs component review,9,viejo,1,0
MD01421,Infusion Pump,2014-07-04,11,Scanpro,Model-350,France,8773.766559113446,7.6949583776558415,3,4,3,System performance degraded due to overheating; mitigation via recalibration. sensor replaced emergency shutdown,11,viejo,1,1
MD04805,Defibrillator,2023-10-01,2,Ultramed,Model-200,Canada,2595.885973214054,5.0907768272003535,4,2,2,System performance degraded due to battery wear; mitigation via system reset. moderate delay moderate delay,2,nuevo,1,0
MD04532,Pet Scanner,2022-11-20,3,Imagingtech,Model-350,Japan,11536.730347542927,27.86827557579684,1,0,3,Component inspection after detecting software crash; functionality restored. critical failure urgent inspection needed,3,nuevo,0,1
MD01647,Defibrillator,2015-04-02,10,Imagingtech,Model-650,Japan,3953.3575299943705,4.331967570947963,3,1,1,Component replacement after detecting voltage spike; functionality restored. quick fix stable condition,10,viejo,1,0
MD02686,Defibrillator,2017-08-31,8,Medequip,Model-400,Japan,4868.827362741886,7.859507414129799,1,4,2,Component inspection after detecting sensor misalignment; functionality restored. component issue component review,8,viejo,1,0
MD04248,Ct Scanner,2015-11-09,10,Medequip,Model-350,Usa,7747.942435600512,7.49860370003938,2,3,2,System performance degraded due to sensor misalignment; mitigation via firmware update. reviewed logs average severity report,10,viejo,1,1
MD03389,Ct Scanner,2015-06-14,10,Imagingtech,Model-300,Italy,7629.289695950344,7.443809835714781,3,2,1,Routine check completed; data lag observed during diagnostics. software reset low priority fault,10,viejo,1,1
MD03294,X-Ray Machine,2023-03-26,2,Imagingtech,Model-350,Italy,19647.21952618726,10.104248438580315,3,1,3,System performance degraded due to overheating; mitigation via firmware update. data loss hardware fault,2,nuevo,1,1
MD02580,Infusion Pump,2015-03-21,10,Cardiosync,Model-450,Uk,7090.743495319791,7.394060353801175,2,0,1,Routine check completed; overheating observed during diagnostics. minor issue log file cleared,10,viejo,0,0
MD04263,Mri Scanner,2021-03-10,4,Ultramed,Model-450,Japan,7557.879986979534,1.3012155968357084,4,3,1,Routine check completed; overheating observed during diagnostics. software reset minor issue,4,medio,1,1
MD01234,Infusion Pump,2022-02-14,3,Scanpro,Model-500,Uk,-2077.553323479501,11.4313060722244,2,4,2,Routine check completed; overheating observed during diagnostics. moderate delay component review,3,nuevo,1,0
MD00745,Ct Scanner,2016-06-01,9,Cardiosync,Model-500,Uk,10058.34324860367,3.2859266572029977,3,2,1,Component software patch after detecting circuit failure; functionality restored. quick fix log file cleared,9,viejo,1,1
MD04389,Ct Scanner,2013-11-07,12,Rescuetech,Model-300,Japan,5095.360707156488,6.110915992254559,4,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay average severity report,12,viejo,1,0
MD00660,Defibrillator,2021-02-06,4,Scanpro,Model-600,Canada,6805.393024693113,3.6819360036034223,2,2,1,Routine check completed; data lag observed during diagnostics. software reset temporary glitch,4,medio,1,0
MD02856,Mri Scanner,2019-05-28,6,Medequip,Model-350,Usa,9470.471423369696,5.804030933386457,3,1,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,6,medio,1,1
MD01733,Ct Scanner,2019-01-28,6,Imagingtech,Model-200,Uk,6515.252769177017,8.999763657132636,1,2,2,Component component upgrade after detecting voltage spike; functionality restored. reviewed logs average severity report,6,medio,1,0
MD01113,Infusion Pump,2022-12-11,3,Rescuetech,Model-200,Italy,2810.3622518250763,1.5196765899735691,4,3,1,Routine check completed; overheating observed during diagnostics. log cleaned system check passed,3,nuevo,1,0
MD00129,Infusion Pump,2022-01-05,3,Medequip,Model-600,Canada,6510.226368620045,3.2427859522970985,3,4,1,abnormal sound caused operational delay; software patch initiated. software reset low priority fault,3,nuevo,1,0
MD02355,Infusion Pump,2023-09-06,2,Rescuetech,Model-600,Usa,9919.862888346755,8.937557162408421,4,2,2,System performance degraded due to software crash; mitigation via recalibration. component issue driver update applied,2,nuevo,1,1
MD00710,X-Ray Machine,2014-04-27,11,Medequip,Model-300,France,22342.49489050382,32.48765798751743,2,0,3,Component replacement after detecting overheating; functionality restored. sensor replaced urgent inspection needed,11,viejo,0,1
MD01896,Pet Scanner,2015-12-29,10,Ultramed,Model-300,Japan,9497.0923890869,14.606433131559491,3,1,3,Routine check completed; software crash observed during diagnostics. reboot failed critical malfunction,10,viejo,1,1
MD05069,X-Ray Machine,2020-04-15,5,Cardiosync,Model-200,Canada,15521.246686279088,9.283463501783675,5,2,3,Routine check completed; overheating observed during diagnostics. reboot failed critical malfunction,5,medio,1,1
MD01105,Mri Scanner,2022-12-25,3,Scanpro,Model-500,Uk,3910.766624515249,2.1111590832500715,3,2,1,abnormal sound caused operational delay; inspection initiated. minor issue routine reset,3,nuevo,1,0
MD00094,Infusion Pump,2023-01-20,2,Imagingtech,Model-500,Canada,14304.583465878435,26.14855625597928,2,3,3,Routine check completed; battery wear observed during diagnostics. data loss urgent inspection needed,2,nuevo,1,1
MD04169,Mri Scanner,2016-06-30,9,Cardiosync,Model-450,France,-1150.478684586077,4.440724711918507,1,4,1,Routine check completed; voltage spike observed during diagnostics. quick fix log file cleared,9,viejo,1,0
MD02939,Pet Scanner,2019-05-21,6,Medequip,Model-150,Italy,10385.94115936067,16.759319441869394,5,0,3,Routine check completed; abnormal sound observed during diagnostics. reboot failed system crash,6,medio,0,1
MD01286,Mri Scanner,2023-11-20,2,Rescuetech,Model-450,Italy,-4968.393394522495,26.42229529175929,1,1,3,data lag caused operational delay; inspection initiated. critical failure critical malfunction,2,nuevo,1,0
MD04155,Defibrillator,2016-04-28,9,Ultramed,Model-100,France,3289.158260496019,4.765224049626378,4,2,2,Routine check completed; data lag observed during diagnostics. moderate delay device required inspection,9,viejo,1,0
MD00436,Defibrillator,2016-08-19,9,Imagingtech,Model-500,Usa,24102.81972511232,17.812687292736115,4,3,3,sensor misalignment caused operational delay; replacement initiated. critical failure emergency shutdown,9,viejo,1,1
MD04907,Pet Scanner,2019-10-19,6,Scanpro,Model-550,France,4562.029340473657,16.370581073485436,4,1,3,System performance degraded due to software crash; mitigation via component upgrade. critical failure critical failure,6,medio,1,0
MD02067,Pet Scanner,2016-12-30,9,Rescuetech,Model-200,Uk,19285.0605286035,12.488327283191314,1,1,3,overheating caused operational delay; component upgrade initiated. critical failure critical malfunction,9,viejo,1,1
MD04610,Mri Scanner,2020-07-08,5,Imagingtech,Model-600,Usa,4653.192661216111,2.3526495290130525,4,3,1,data lag caused operational delay; firmware update initiated. minor issue log file cleared,5,medio,1,0
MD05389,Infusion Pump,2019-09-30,6,Scanpro,Model-500,France,15343.482437506913,7.150809966163674,4,2,3,Component firmware update after detecting abnormal sound; functionality restored. data loss sensor replacement,6,medio,1,1
MD04396,Ct Scanner,2022-03-18,3,Imagingtech,Model-300,Uk,3806.034245428207,8.887723996897916,1,0,1,Routine check completed; software crash observed during diagnostics. minor issue low priority fault,3,nuevo,0,0
MD04078,Ct Scanner,2023-08-18,2,Cardiosync,Model-450,Usa,14225.11236171456,10.301430213723286,4,1,2,sensor misalignment caused operational delay; inspection initiated. component issue driver update applied,2,nuevo,1,1
MD01377,Ct Scanner,2019-10-17,6,Rescuetech,Model-600,Italy,6573.282257584401,24.2681749079582,2,1,3,Component system reset after detecting overheating; functionality restored. sensor replaced high priority failure,6,medio,1,0
MD00239,X-Ray Machine,2023-10-17,2,Scanpro,Model-400,Uk,4651.894585075861,4.188199921646126,5,2,1,Routine check completed; overheating observed during diagnostics. quick fix routine reset,2,nuevo,1,0
MD04385,Defibrillator,2022-04-10,3,Imagingtech,Model-300,Usa,5250.077324832315,1.4251594239655214,2,2,1,System performance degraded due to abnormal sound; mitigation via firmware update. quick fix stable condition,3,nuevo,1,0
MD00778,Ct Scanner,2014-04-07,11,Ultramed,Model-600,Usa,4648.7071822932285,9.487262375147958,2,1,1,battery wear caused operational delay; replacement initiated. quick fix system check passed,11,viejo,1,0
MD03948,Infusion Pump,2013-05-30,12,Medequip,Model-350,Usa,14375.586742947087,3.8459583498203616,1,2,3,circuit failure caused operational delay; software patch initiated. critical failure critical failure,12,viejo,1,1
MD00312,Defibrillator,2015-08-24,10,Imagingtech,Model-150,Japan,-1288.118800861092,3.247718424475266,4,2,1,System performance degraded due to voltage spike; mitigation via replacement. log cleaned system check passed,10,viejo,1,0
MD02875,Defibrillator,2024-03-29,1,Scanpro,Model-300,Uk,13391.408676610035,14.999767817946353,2,4,3,System performance degraded due to voltage spike; mitigation via system reset. reboot failed hardware fault,1,nuevo,1,1
MD02836,Pet Scanner,2023-08-21,2,Ultramed,Model-600,Japan,10833.418860458278,20.675587125377373,5,2,3,System performance degraded due to voltage spike; mitigation via firmware update. reboot failed critical failure,2,nuevo,1,1
MD04003,Defibrillator,2015-01-15,10,Imagingtech,Model-500,Canada,1019.6479884223012,1.5862558935322826,1,1,1,Component system reset after detecting circuit failure; functionality restored. minor issue routine reset,10,viejo,1,0
MD04359,X-Ray Machine,2018-05-13,7,Scanpro,Model-150,Japan,4942.628075336899,1.5759104113714977,4,3,1,Routine check completed; abnormal sound observed during diagnostics. minor issue temporary glitch,7,medio,1,0
MD05084,Pet Scanner,2018-12-07,7,Rescuetech,Model-400,France,11421.587317687432,18.59868725684196,1,1,2,Routine check completed; battery wear observed during diagnostics. component issue performance warning,7,medio,1,1
MD02792,Defibrillator,2014-05-13,11,Rescuetech,Model-450,Usa,8313.176909658014,10.9993097018543,3,2,2,System performance degraded due to voltage spike; mitigation via replacement. moderate delay non-critical warning,11,viejo,1,1
MD00327,Ct Scanner,2019-06-11,6,Imagingtech,Model-650,Canada,3567.924535504535,5.288410674578133,2,3,1,System performance degraded due to abnormal sound; mitigation via software patch. quick fix stable condition,6,medio,1,0
MD03325,X-Ray Machine,2019-12-10,6,Medequip,Model-600,Japan,4216.057627294291,8.468947386359769,5,0,1,Component firmware update after detecting abnormal sound; functionality restored. log cleaned routine reset,6,medio,0,0
MD04947,Pet Scanner,2023-01-10,2,Scanpro,Model-500,Italy,3784.5995578932666,3.460302874736749,1,3,1,System performance degraded due to sensor misalignment; mitigation via system reset. software reset temporary glitch,2,nuevo,1,0
MD01166,Defibrillator,2021-04-24,4,Rescuetech,Model-350,Canada,7849.828568085744,9.752223673298776,4,3,2,System performance degraded due to sensor misalignment; mitigation via software patch. moderate delay average severity report,4,medio,1,1
MD05422,Mri Scanner,2016-11-27,9,Scanpro,Model-500,Canada,3262.9754038285955,2.590324613800836,5,1,1,System performance degraded due to overheating; mitigation via system reset. minor issue routine reset,9,viejo,1,0
MD01508,Infusion Pump,2021-07-03,4,Ultramed,Model-350,Italy,3239.653049658458,11.516278360617443,1,2,1,software crash caused operational delay; replacement initiated. minor issue routine reset,4,medio,1,0
MD00479,Mri Scanner,2015-12-28,10,Cardiosync,Model-350,Uk,7780.103120614636,13.769318750952031,1,3,2,Component software patch after detecting abnormal sound; functionality restored. component issue performance warning,10,viejo,1,1
MD03463,X-Ray Machine,2017-05-22,8,Scanpro,Model-450,Canada,-792.8020837152835,4.986553293445191,1,1,1,System performance degraded due to voltage spike; mitigation via system reset. software reset system check passed,8,viejo,1,0
MD05397,Mri Scanner,2021-06-08,4,Scanpro,Model-250,France,7869.34561056372,10.961726633491637,4,1,2,Routine check completed; sensor misalignment observed during diagnostics. component issue moderate delay,4,medio,1,1
